MOVIE_NM,OPEN_DT,GENRE_NM,SP_LANG,GENRE_NM_sorted,SP_LANG_sorted
두번째스물,2016-11-03,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
영웅천하의시작,2014-03-20,액션/드라마/전쟁,,드라마/액션/전쟁,
리바이어던,2015-03-19,가족/드라마,,가족/드라마,
위선자들,2015-11-26,드라마,ko,드라마,ko
킬미달링,2016-01-28,멜로/로맨스/코미디,nl,로맨스/멜로/코미디,nl
악셀,2018-03-08,판타지/애니메이션,,애니메이션/판타지,
부니베어브램블의신비한모험,2017-05-18,애니메이션,,애니메이션,
제자도제자옥한흠2,2016-11-10,다큐멘터리,,다큐멘터리,
콜렉션,2013-05-02,액션/공포(호러)/스릴러,,공포(호러)/스릴러/액션,
드래곤프린세스,2018-07-05,애니메이션,,애니메이션,
리틀포레스트여름과가을,2015-02-12,드라마,,드라마,
고래를찾는자전거,2011-09-22,드라마,ko,드라마,ko
드림팀,2013-03-21,드라마,,드라마,
한번도안해본여자,2014-01-16,멜로/로맨스/코미디,ko,로맨스/멜로/코미디,ko
라스트엑소시즘잠들지않는영혼,2013-06-27,공포(호러)/스릴러,,공포(호러)/스릴러,
클레어의카메라,2018-04-25,드라마,en/fr/ko,드라마,en/fr/ko
로보싸커,2014-07-03,애니메이션/어드벤처,,애니메이션/어드벤처,
우먼인블랙죽음의천사,2015-09-10,공포(호러),,공포(호러),
극장판프리즘스톤올스타셀렉션,2016-07-07,애니메이션/드라마/판타지,,드라마/애니메이션/판타지,
메이크유어무브,2014-04-17,멜로/로맨스/드라마,en,드라마/로맨스/멜로,en
러브인비즈니스클래스,2014-03-20,멜로/로맨스,,로맨스/멜로,
아기거북토토의바다대모험,2012-10-18,다큐멘터리,,다큐멘터리,
페어웰마이퀸,2013-12-05,드라마,,드라마,
어폴로지,2017-03-16,다큐멘터리,,다큐멘터리,
디어한나,2012-03-29,드라마,,드라마,
불타는내마음,2010-03-25,코미디/멜로/로맨스,,로맨스/멜로/코미디,
엘리노어릭비그여자,2015-04-09,드라마,en,드라마,en
리지,2019-01-10,범죄/드라마/스릴러,en,드라마/범죄/스릴러,en
필름스타인리버풀,2018-10-25,드라마/멜로/로맨스,,드라마/로맨스/멜로,
나의사적인여자친구,2015-01-08,코미디/드라마,,드라마/코미디,
야간비행,2014-08-28,드라마,ko,드라마,ko
사랑과음악사이,2016-04-27,멜로/로맨스/드라마,en,드라마/로맨스/멜로,en
드래곤기사단,2014-05-01,애니메이션/판타지,,애니메이션/판타지,
러빙,2017-03-01,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
어웨이위고,2010-02-04,드라마/코미디,,드라마/코미디,
보리vs매켄로,2018-05-10,드라마,en/fr/de/es/sv,드라마,de/en/es/fr/sv
슬로우웨스트,2015-10-08,액션/스릴러/서부극(웨스턴),,서부극(웨스턴)/스릴러/액션,
잊혀진가방,2010-07-29,다큐멘터리,,다큐멘터리,
경계도시2,2010-03-18,다큐멘터리,ko,다큐멘터리,ko
새벽을알리는루의노래,2018-01-31,애니메이션,ja,애니메이션,ja
노스페이스,2010-06-02,드라마/어드벤처,,드라마/어드벤처,
아주긴변명,2017-02-16,드라마,ja,드라마,ja
프리스테이트,2018-02-07,액션/전쟁/드라마,,드라마/액션/전쟁,
잇컴스앳나잇,2017-10-19,미스터리/스릴러,,미스터리/스릴러,
쓰리,2011-09-29,코미디/드라마/멜로/로맨스,,드라마/로맨스/멜로/코미디,
중독노래방,2017-06-15,미스터리/판타지,ko,미스터리/판타지,ko
연애의기술,2013-10-30,멜로/로맨스/코미디,ko,로맨스/멜로/코미디,ko
뷰티플마인드,2019-04-18,다큐멘터리,ko,다큐멘터리,ko
앨리스원더랜드에서온소년,2015-12-10,판타지/공포(호러)/멜로/로맨스,ko,공포(호러)/로맨스/멜로/판타지,ko
마카담스토리,2015-12-24,드라마,fr,드라마,fr
줄리에타,2016-11-17,드라마,es,드라마,es
마리이야기손끝의기적,2015-08-20,드라마,,드라마,
투이즈어패밀리,2017-09-21,코미디/드라마,,드라마/코미디,
사물의비밀,2011-11-17,멜로/로맨스,,로맨스/멜로,
고령가소년살인사건,2017-11-23,드라마,zh,드라마,zh
법정스님의의자,2011-05-12,다큐멘터리,ko,다큐멘터리,ko
초한지영웅의부활,2013-03-28,액션/사극,,사극/액션,
나의엔젤,2017-10-12,멜로/로맨스,,로맨스/멜로,
극장판마이리틀포니이퀘스트리아걸스,2017-05-03,애니메이션/가족/코미디,,가족/애니메이션/코미디,
마차타고고래고래,2017-05-18,드라마,ko,드라마,ko
호랑이보다무서운겨울손님,2018-04-12,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
라붐,2013-10-24,드라마/멜로/로맨스/코미디,fr,드라마/로맨스/멜로/코미디,fr
마더데레사의편지,2014-08-21,드라마,,드라마,
햄릿,2016-11-24,공연,,공연,
블리드포디스,2017-03-16,드라마,,드라마,
햄스테드,2018-07-05,코미디/드라마/멜로/로맨스,en/de,드라마/로맨스/멜로/코미디,de/en
아메리칸허니방황하는별의노래,2017-07-13,드라마,,드라마,
용을찾아서,2017-02-22,애니메이션/어드벤처,,애니메이션/어드벤처,
칼릴지브란의예언자,2015-09-10,애니메이션,en,애니메이션,en
모스트바이어런트,2015-04-02,범죄,es/en,범죄,en/es
엄마의공책,2018-03-15,드라마/가족,ko,가족/드라마,ko
미투,2010-04-15,드라마/멜로/로맨스,,드라마/로맨스/멜로,
금의위14검의비밀,2012-06-14,액션/드라마,,드라마/액션,
투아이즈,2010-08-05,공포(호러),,공포(호러),
경계의저편illbehere미래편,2015-10-08,애니메이션/판타지/액션/멜로/로맨스,,로맨스/멜로/애니메이션/액션/판타지,
나에게서온편지,2013-08-08,코미디,,코미디,
오기와악동들더무비,2014-04-17,애니메이션/코미디/가족,,가족/애니메이션/코미디,
바나나쏭의기적,2018-03-08,다큐멘터리,,다큐멘터리,
에스코바르,2018-11-15,범죄/액션,,범죄/액션,
시소,2016-11-10,다큐멘터리,ko,다큐멘터리,ko
더블달콤한악몽,2014-09-25,미스터리/멜로/로맨스,,로맨스/멜로/미스터리,
반고흐위대한유산,2014-10-30,드라마,,드라마,
시리어스맨,2010-03-25,드라마/코미디,en/he/yi,드라마/코미디,en/he/yi
내일의안녕,2017-08-17,드라마,,드라마,
사운드오브노이즈,2011-09-29,코미디/범죄/멜로/로맨스/스릴러,,로맨스/멜로/범죄/스릴러/코미디,
날아라호빵맨극장판구하라코코링과기적의별,2013-02-07,애니메이션/SF/가족,,SF/가족/애니메이션,
돈조반니,2010-10-14,드라마,,드라마,
극장판파워레인저갤럭시포스vs스페이스스쿼드,2018-12-06,애니메이션,,애니메이션,
에브리띵윌비파인,2015-12-31,드라마,,드라마,
노트르담드파리,2017-11-01,뮤지컬/공연,fr,공연/뮤지컬,fr
스위치부춘산거도,2014-01-29,액션,,액션,
고스트스토리,2017-12-28,판타지/멜로/로맨스,en,로맨스/멜로/판타지,en
위대한비행,2012-10-18,다큐멘터리,,다큐멘터리,
아이언스카이,2012-10-25,SF,en/de,SF,de/en
가자장미여관으로,2013-08-14,멜로/로맨스/드라마,,드라마/로맨스/멜로,
귀담백경,2016-10-19,공포(호러),,공포(호러),
엑시덴탈러브,2015-05-07,코미디/멜로/로맨스,,로맨스/멜로/코미디,
타임투게더,2017-11-16,드라마,,드라마,
마라,2018-10-18,공포(호러)/스릴러,,공포(호러)/스릴러,
신밧드더무비,2016-12-01,애니메이션,,애니메이션,
춤추는숲,2013-05-23,다큐멘터리,,다큐멘터리,
슬리핑위드아더피플,2015-10-22,코미디/멜로/로맨스,,로맨스/멜로/코미디,
마더앤차일드,2011-04-28,드라마,,드라마,
홈,2018-05-30,가족/드라마,ko,가족/드라마,ko
나홀로휴가,2016-09-22,멜로/로맨스,ko,로맨스/멜로,ko
그때그들,2019-03-07,드라마/코미디,it,드라마/코미디,it
닌자보이란타로극장판시끌벅적방학숙제대소동,2012-02-23,애니메이션/액션/코미디,,애니메이션/액션/코미디,
유다의사자부활절대모험,2013-03-28,애니메이션,,애니메이션,
두갈마법의회전목마,2014-03-06,애니메이션/코미디/어드벤처/가족/판타지,,가족/애니메이션/어드벤처/코미디/판타지,
더리치,2015-07-16,액션/스릴러,,스릴러/액션,
비틀즈하드데이즈나이트,2016-05-05,코미디/뮤지컬,,뮤지컬/코미디,
낮잠공주모르는나의이야기,2017-08-24,애니메이션/판타지/드라마,ja,드라마/애니메이션/판타지,ja
28세미성년,2018-11-21,멜로/로맨스/판타지,,로맨스/멜로/판타지,
도쿄의밤하늘은항상가장짙은블루,2019-02-14,멜로/로맨스,ja,로맨스/멜로,ja
제3의사랑,2016-05-19,멜로/로맨스/드라마,,드라마/로맨스/멜로,
패션위험한열정,2013-08-14,스릴러,,스릴러,
윈터슬립,2015-05-07,드라마,tr/en,드라마,en/tr
백트랙,2016-01-21,미스터리/스릴러,en,미스터리/스릴러,en
원오브어카인드3dgdragon20131stworldtour,2013-10-31,공연,,공연,
어쿠스틱,2010-10-28,드라마,ko,드라마,ko
액트오브킬링,2014-11-20,다큐멘터리,,다큐멘터리,
유리의꽃과부수는세계,2016-04-21,애니메이션,ja,애니메이션,ja
콜드플레이헤드풀오브드림스,2018-12-28,다큐멘터리,,다큐멘터리,
원스어폰어타임인베니스,2018-09-06,코미디/액션/스릴러,,스릴러/액션/코미디,
퍼스트포지션,2012-10-25,다큐멘터리/코미디/드라마,,다큐멘터리/드라마/코미디,
콜럼버스,2018-04-19,드라마/멜로/로맨스,en/ko,드라마/로맨스/멜로,en/ko
에너미,2014-05-29,미스터리/스릴러,en,미스터리/스릴러,en
의궤8일간의축제3d,2014-04-17,다큐멘터리,,다큐멘터리,
멋진악몽,2012-04-19,코미디/드라마,,드라마/코미디,
꼬마기사트랭크,2016-06-16,애니메이션,,애니메이션,
더파티,2018-12-20,코미디/드라마,en,드라마/코미디,en
데스위시,2018-10-11,액션/범죄/드라마/스릴러,,드라마/범죄/스릴러/액션,
찰스디킨스의비밀서재,2018-01-11,드라마/판타지,,드라마/판타지,
맥퀸,2018-10-04,다큐멘터리,,다큐멘터리,
미스트리스아메리카,2015-12-10,코미디/드라마,en,드라마/코미디,en
타이머,2011-03-10,코미디/드라마/판타지,,드라마/코미디/판타지,
마녀,2014-09-11,공포(호러)/스릴러/드라마,ko,공포(호러)/드라마/스릴러,ko
무서운꿈,2017-12-07,미스터리/공포(호러),,공포(호러)/미스터리,
쥬랜더리턴즈,2016-08-31,코미디,en,코미디,en
생로랑,2015-04-16,드라마,fr,드라마,fr
올아이즈온미,2017-08-24,드라마,en,드라마,en
내친구의소원,2011-01-06,코미디/드라마,,드라마/코미디,
라자르선생님,2013-05-09,코미디/드라마,,드라마/코미디,
나는고양이로소이다,2017-06-08,다큐멘터리,ja/ko/ zh,다큐멘터리, zh/ja/ko
로렐,2016-07-07,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
투건스,2013-11-07,액션/드라마/코미디,,드라마/액션/코미디,
극장판뚝딱뚝딱밥아저씨메가머신의역습,2018-04-19,애니메이션,,애니메이션,
청춘의증언,2015-04-09,드라마,,드라마,
북오브러브,2016-11-30,멜로/로맨스,,로맨스/멜로,
최악의이웃과사랑에빠지는방법,2016-04-07,멜로/로맨스/코미디,fr,로맨스/멜로/코미디,fr
클래스,2010-04-01,드라마,fr,드라마,fr
폭스파이어,2013-08-22,드라마,,드라마,
더기프트,2015-11-05,미스터리/스릴러,,미스터리/스릴러,
다이노소어아일랜드,2017-07-19,어드벤처/SF,,SF/어드벤처,
좀비스쿨,2014-09-25,공포(호러)/액션,ko,공포(호러)/액션,ko
나비효과레버레이션,2011-03-10,드라마/판타지/공포(호러)/SF/스릴러,,SF/공포(호러)/드라마/스릴러/판타지,
당신을기다리는시간,2016-01-28,드라마,fr/it,드라마,fr/it
뱀파이어아카데미,2015-04-09,액션/코미디/판타지,,액션/코미디/판타지,
워리어스레인보우항전의시작,2014-02-20,드라마/액션,,드라마/액션,
페이머스파이브키린섬의비밀,2013-10-17,가족/액션/어드벤처,,가족/액션/어드벤처,
맨오브마스크,2018-04-12,드라마,,드라마,
물숨,2016-09-29,다큐멘터리,ko,다큐멘터리,ko
코멧,2015-03-25,판타지/멜로/로맨스,,로맨스/멜로/판타지,
붕붕달려라깜이,2016-03-24,애니메이션,,애니메이션,
위대한계시,2011-11-24,드라마,,드라마,
언덕길의아폴론,2018-08-29,드라마,,드라마,
환상속의그대,2013-05-16,멜로/로맨스/드라마/판타지,ko,드라마/로맨스/멜로/판타지,ko
올드보이,2014-01-16,액션/스릴러,en,스릴러/액션,en
나의라임오렌지나무,2014-05-29,드라마,,드라마,
풀잎들,2018-10-25,드라마,ko,드라마,ko
배꼽과무릎사이,2014-05-22,멜로/로맨스/드라마,ko,드라마/로맨스/멜로,ko
문영,2017-01-12,드라마,ko,드라마,ko
버니,2013-06-20,코미디/범죄/드라마,,드라마/범죄/코미디,
패트와매트뚝딱뚝딱대소동,2017-03-16,애니메이션,,애니메이션,
베스와베라,2019-01-24,공포(호러),,공포(호러),
꾸루꾸루와친구들무지개나무의비밀,2015-11-19,애니메이션,,애니메이션,
라당스,2013-08-22,다큐멘터리,,다큐멘터리,
메리퀸오브스코틀랜드,2019-02-14,드라마,en/fr/gd/la,드라마,en/fr/gd/la
제네시스세상의소금,2015-02-26,다큐멘터리,,다큐멘터리,
그남자가아내에게,2010-08-26,드라마/멜로/로맨스,ja,드라마/로맨스/멜로,ja
위대한임무,2017-03-23,드라마/전쟁,en/de,드라마/전쟁,de/en
신을믿습니까,2016-04-21,드라마,en,드라마,en
라스트탱고,2015-12-31,다큐멘터리,,다큐멘터리,
올드마린보이,2017-11-02,다큐멘터리,ko,다큐멘터리,ko
크리스마스스타,2010-12-23,코미디/가족,,가족/코미디,
뷰티풀데이즈,2018-11-21,드라마,ko,드라마,ko
나루토질풍전극장판블러드프리즌,2012-02-23,애니메이션/어드벤처,,애니메이션/어드벤처,
돼지같은여자,2015-09-10,멜로/로맨스,ko,로맨스/멜로,ko
sx테잎,2014-05-29,공포(호러),,공포(호러),
버니드롭,2012-05-10,드라마/코미디,ja,드라마/코미디,ja
메튜본의백조의호수3d,2012-08-02,공연,,공연,
타마코러브스토리,2014-09-25,애니메이션/드라마/코미디/멜로/로맨스,,드라마/로맨스/멜로/애니메이션/코미디,
마리크뢰이어,2013-06-13,드라마/멜로/로맨스,,드라마/로맨스/멜로,
땡스포쉐어링,2014-07-17,코미디/멜로/로맨스,,로맨스/멜로/코미디,
크리피일가족연쇄실종사건,2016-08-18,공포(호러)/스릴러,ja,공포(호러)/스릴러,ja
서른아홉열아홉,2014-09-18,멜로/로맨스/코미디,,로맨스/멜로/코미디,
피파리의특별한로맨스,2011-02-01,드라마,,드라마,
신고질라,2017-03-08,SF/액션/드라마,it/de/en/ja,SF/드라마/액션,de/en/it/ja
씨오브트리스,2018-05-10,드라마,,드라마,
고양이케디,2017-09-21,다큐멘터리,tr,다큐멘터리,tr
레이디수잔,2016-11-24,드라마/멜로/로맨스,en,드라마/로맨스/멜로,en
카페느와르,2010-12-30,드라마/멜로/로맨스,ko,드라마/로맨스/멜로,ko
어른도감,2018-08-23,코미디/드라마,ko,드라마/코미디,ko
앱솔루틀리애니씽,2016-01-14,코미디/SF,,SF/코미디,
빈센트반고흐새로운시선,2017-08-24,다큐멘터리,,다큐멘터리,
소년소녀그리고바다,2014-10-09,멜로/로맨스,,로맨스/멜로,
선라이즈선셋,2010-05-13,다큐멘터리,,다큐멘터리,
뉴니스,2017-11-09,멜로/로맨스/드라마,,드라마/로맨스/멜로,
화피2,2014-01-29,액션/판타지/드라마/스릴러,,드라마/스릴러/액션/판타지,
초행,2017-12-07,드라마,ko,드라마,ko
마담보바리,2015-12-10,드라마,la/en/fr,드라마,en/fr/la
스타로부터스무발자국,2014-05-15,다큐멘터리,,다큐멘터리,
땐뽀걸즈,2017-09-27,다큐멘터리,ko,다큐멘터리,ko
더딥블루씨,2015-04-23,멜로/로맨스/드라마,,드라마/로맨스/멜로,
오페라의유령2러브네버다이,2012-09-06,뮤지컬,,뮤지컬,
헝거,2016-03-17,드라마,,드라마,
특수경찰스페셜id,2014-01-09,액션/범죄,,범죄/액션,
강변호텔,2019-03-27,드라마,ko,드라마,ko
그녀가떠날때,2012-03-29,드라마,,드라마,
레이드2,2014-07-09,액션/범죄/스릴러,,범죄/스릴러/액션,
에브리바디원츠썸,2016-07-14,코미디,en,코미디,en
