MOVIE_NM,OPEN_DT,NATION_NM,COMPANY_NM
당신자신과당신의것,2016-11-10,한국,(주)영화제작전원사 /(주)콘텐츠판다
퍼펙트,2013-09-25,미국,(주)마인스 엔터테인먼트
불량소녀너를응원해,2016-09-21,일본,글뫼 주식회사
셰임,2013-05-09,영국,㈜영화사 백두대간
환상의빛,2016-07-07,일본,주식회사 씨네룩스
이별계약,2013-06-20,한국/중국,씨제이이앤엠(주)
멜랑콜리아,2012-05-17,덴마크/스웨덴/이탈리아/독일/프랑스,(주)팝엔터테인먼트
나라타주,2018-03-08,일본,(주)팝엔터테인먼트
괜찮아요미스터브래드,2017-09-21,미국,(주)영화사 진진/(주)누리픽쳐스
로빈슨의언더워터어드벤처,2018-11-15,러시아,(주)박수엔터테인먼트
스톤,2014-06-12,한국,씨너스엔터테인먼트(주)
미라클프롬헤븐,2016-05-25,미국,유니버설픽쳐스인터내셔널 코리아(유)
신과인간,2012-01-19,프랑스,㈜영화사 백두대간
비틀스에잇데이즈어위크투어링이어즈,2016-10-19,영국/미국,메가박스중앙(주)플러스엠
2008서태지심포니위드톨가카쉬프로열필하모닉,2010-01-22,한국,
킨더비기닝,2018-10-11,미국,판씨네마(주)
위험한패밀리,2014-01-22,미국/프랑스,(주)프레인글로벌
혼스,2014-11-27,미국,(주)팝엔터테인먼트
인더하우스,2013-07-04,프랑스,찬란
꼬마보트토토타요타요배타요,2018-07-12,노르웨이,(주)팝엔터테인먼트
뚜르내생애최고의49일,2017-02-01,한국,(주)리틀빅픽쳐스
태양을쏴라,2015-03-19,한국,(유)조이앤시네마
세상의모든계절,2011-03-24,미국,(주)영화사 진진
빌리어네어보이즈클럽,2019-01-10,미국,씨네그루(주)키다리이엔티/플레이리스트(주)
터치,2012-11-08,한국,(주)팝엔터테인먼트
밀리언웨이즈,2014-06-12,미국,유니버설픽쳐스인터내셔널 코리아(유)
유아낫유,2015-01-21,미국,(주)마인스 엔터테인먼트
두레소리,2012-05-10,한국,(주)명필름
홀리모터스,2013-04-04,프랑스/독일,오드
스윗프랑세즈,2015-12-03,영국/프랑스/미국,그린나래미디어(주)
양과자점코안도르,2011-07-28,일본,(주)영화사 조제
엘리아스바다의보물을찾아라,2014-10-23,노르웨이,(주)마인스 엔터테인먼트
사랑을카피하다,2011-05-05,프랑스,주식회사 마운틴픽쳐스
판타스틱부니베어,2018-03-15,중국,(주)박수엔터테인먼트
아인,2018-02-28,일본,판씨네마(주)
앤젤스셰어천사를위한위스키,2013-05-16,영국/프랑스,(주)티캐스트
싱글맨,2010-05-27,미국,하준사/씨제이엔터테인먼트
어떤살인,2015-10-28,한국,TCO(주)더콘텐츠온/(주)전망좋은 영화사
바보야,2011-04-21,한국,주식회사 마운틴픽쳐스
호비와쿠우의어드벤처고래의노래,2014-06-12,일본,(주)머스트씨무비/(주)머스트씨무비릴리징컴퍼니
길,2017-05-11,한국,(주)더블앤조이픽쳐스
미스터노바디,2013-10-24,캐나다/벨기에/프랑스/독일,(주)팝엔터테인먼트
프라이버시,2014-03-20,영국/미국,(주)인벤트스톤
파이널포트레이트,2018-09-27,영국,(주)팝엔터테인먼트
월플라워,2013-04-11,미국,데이지엔터테인먼트
하늘이보내준딸,2012-04-19,인도,(주)싸이더스
잉투기,2013-11-14,한국,CGV아트하우스
비스트앵콜콘서트3d,2012-02-29,한국,(주)에스비에스콘텐츠허브
명왕성,2013-07-11,한국,(주)싸이더스
토니스토리2고철왕국의친구들,2018-06-13,독일,(주)박수엔터테인먼트
주문은토끼입니까디어마이시스터,2018-01-18,일본,(주)애니플러스
여배우는오늘도,2017-09-14,한국,(주)메타플레이 
산타바바라,2014-07-16,한국/미국,(주)나이너스엔터테인먼트
호비와동화나라대모험,2016-12-08,일본,(주)머스트씨무비릴리징컴퍼니
7년그들이없는언론,2017-01-12,한국,(주)인디플러그
헤이트발렌타인데이,2010-02-04,미국,㈜케이디미디어
오드토머스,2014-08-27,미국,(주)영화사 빅
바니부기드래곤에그를찾아서,2018-09-12,중국,(주)박수엔터테인먼트
내이야기,2018-04-12,일본,(주)영화사오원
아기곰보보구출대작전,2018-04-25,노르웨이,와이드 릴리즈(주)
가구야공주이야기,2014-06-04,일본,롯데쇼핑㈜롯데엔터테인먼트
마돈나,2015-07-02,한국,(주)리틀빅픽쳐스
허블3d,2011-05-05,캐나다,씨제이이앤엠(주)
소와함께여행하는법,2010-11-03,한국,롯데쇼핑㈜롯데엔터테인먼트
이차크의행복한바이올린,2018-12-20,미국,(주)영화사 진진
빅배드폭스,2017-11-30,프랑스,(주)스마일이엔티
리틀폭스,2016-06-23,중국,예지림엔터테인먼트
순교,2015-08-13,한국,파이오니아21
링스,2017-04-06,미국,(주)다자인소프트
예전부터계속좋아했어고백실행위원회,2016-09-29,일본,(주)디스테이션
토마스와친구들극장판2,2010-06-10,미국,에이원엔터테인먼트
위베어베어스베이비베어스,2018-05-24,미국,(주)팝엔터테인먼트
베이트,2013-08-08,호주,(주)팝파트너스
셀마,2015-07-23,미국,찬란
스파이게임,2017-09-14,영국,메가박스중앙(주)플러스엠
십계구원의길,2017-04-13,브라질,씨네그루(주)키다리이엔티
매직키드보보,2017-03-01,말레이시아,(주)박수엔터테인먼트
호비와매직아일랜드,2018-06-06,일본,(주)머스트씨무비릴리징컴퍼니
더웨이브,2016-07-13,노르웨이,(주)팝엔터테인먼트
아기돼지3형제와쿵푸랜드,2018-02-01,중국,와이드 릴리즈(주)
어바웃리키,2015-09-03,미국,유니버설픽쳐스인터내셔널 코리아(유)
로코왕국의전설엘프킹을찾아서,2014-06-26,중국,(주)마인스 엔터테인먼트/(유)영화사 화수분
키즈모노가타리ii열혈편,2016-10-20,일본,(주)박수엔터테인먼트
더스퀘어,2018-08-02,스웨덴/독일/프랑스/덴마크,아이 엠
웨스턴리벤지,2014-10-30,덴마크/영국/남아프리카공화국,(주)영화사 빅
모스트원티드맨,2014-08-07,영국/미국/독일,(주)드림웨스트픽쳐스/(주)인벤트스톤
일루셔니스트,2011-06-16,프랑스,(주)에스와이코마드
토일렛,2010-12-02,일본/캐나다,(주)영화사 조제
런던블러바드,2012-09-20,미국,(주)팝파트너스
이다,2015-02-18,폴란드/덴마크,시네마 뉴원
아메리칸파이19금동창회,2012-08-09,미국,유니버설픽쳐스인터내셔널 코리아(유)
볼츠와블립,2012-02-23,한국,씨제이이앤엠(주)
극장판날아라호빵맨바나나섬을되찾아줘,2014-06-19,일본,와이드 릴리즈(주)
배드지니어스,2017-11-02,태국,(주)팝엔터테인먼트
아스테릭스신들의전당,2015-04-30,프랑스,(주)나이너스엔터테인먼트
꼬마유령,2015-06-11,독일/스위스,(주)영화사오원
아이인더스카이,2016-07-14,영국,판씨네마(주)
아무도머물지않았다,2013-12-26,프랑스/이탈리아,(주)씨에이씨엔터테인먼트
스톤,2011-10-06,미국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
비우티풀,2011-10-13,스페인,필라멘트픽쳐스
토마스와친구들잃어버린왕관,2014-11-13,영국,씨제이이앤엠(주)
스턱인러브,2014-02-20,미국,(주)앤드플러스미디어웍스
킹오브프리즘샤이니세븐스타즈,2019-03-07,일본,동우에이앤이(주)
캡틴샤키,2018-11-22,독일,예지림엔터테인먼트
청설,2010-06-17,대만,오드/(주)스폰지이엔티
호비와무지개오아시스대모험,2017-09-07,일본,(주)머스트씨무비릴리징컴퍼니
런어웨이즈,2010-06-24,미국,(주)넥스트엔터테인먼트월드(NEW)
슈퍼소닉,2016-11-24,영국,주식회사 씨네룩스
블루발렌타인,2012-05-31,미국,(주)영화사 진진
뷰티풀라이,2015-03-26,미국,씨제이이앤엠(주)
호비와후후의대모험무지개꽃을구하라,2013-09-26,일본,(주)머스트씨무비
라이드나에게로의여행,2015-07-16,미국,(주)티캐스트
크리드2,2019-02-21,미국,워너브러더스 코리아(주)
행복한사전,2014-02-20,일본,씨네그루(주)다우기술
치코와리타,2012-01-05,스페인/영국,찬란
고양이를빌려드립니다,2012-12-13,일본,(주)영화사 조제
캡틴판타스틱,2016-11-30,미국,주식회사 더쿱
버진스노우,2014-12-10,프랑스/미국,(주)영화사오원
로즈,2017-04-12,아일랜드,(주)박수엔터테인먼트
mb의추억,2012-10-18,한국,스튜디오느림보
하나와미소시루,2016-04-27,일본,(주)영화사 진진
사랑이이긴다,2015-09-10,한국,(주)리틀빅픽쳐스
토이가디언즈,2018-03-15,중국/프랑스,(주)팝엔터테인먼트
군산거위를노래하다,2018-11-08,한국,(주)트리플픽쳐스
이민자,2015-09-03,미국,주식회사 씨네룩스
러블리스틸,2010-12-23,미국,(주)에스와이코마드
나쁜놈은죽는다,2016-02-04,중국/한국,TCO(주)더콘텐츠온/(유)조이앤시네마
하늘을나는강아지비포와친구들,2014-03-13,이스라엘,(주)팝엔터테인먼트
데드폴,2013-01-23,미국,(주)에스비에스콘텐츠허브
비거스플래쉬,2016-08-03,이탈리아/프랑스,찬란
빅식,2018-07-18,미국,(주)리틀빅픽쳐스
쇼를사랑한남자,2013-10-09,미국,(주)티캐스트콘텐츠허브
콜로설,2017-04-20,캐나다/스페인,(주)드림팩트엔터테인먼트
안녕오케스트라,2013-11-28,한국,(주)영화사 진진
아마데우스감독판,2015-10-29,미국,시네마 뉴원
피노키오의모험,2014-09-18,독일,(주)소나무픽쳐스
엘리펀트송,2015-06-11,캐나다,(주)엣나인필름
공정사회,2013-04-18,한국,(주)엣나인필름
어느하녀의일기,2015-08-06,프랑스/벨기에,주식회사 씨네룩스
갬빗,2013-11-28,미국,(주)나이너스엔터테인먼트
춘몽,2016-10-13,한국,(주)프레인글로벌/(주)스톰픽쳐스코리아
무수단,2016-03-03,한국,오퍼스픽쳐스(유)
리틀보이,2015-12-10,미국/멕시코,메가박스중앙(주)플러스엠
너는여기에없었다,2018-10-04,프랑스/미국,(주)팝엔터테인먼트
유희왕,2010-01-28,일본,에이원엔터테인먼트
터치오브라이트,2013-03-14,대만,씨너스엔터테인먼트(주)
브링홈아버지의땅,2016-09-01,한국/미국,(주)드림팩트엔터테인먼트
유니콘원정대비밀의다이어리,2018-06-21,인도,(주)팝엔터테인먼트
라스트홈,2016-04-07,미국,(주)브리즈픽처스
개구리왕국2,2017-03-23,중국,예지림엔터테인먼트
하나와앨리스살인사건,2015-05-27,일본,씨제이이앤엠(주)
아티스트봉만대,2013-08-29,한국,씨너스엔터테인먼트(주)
아노말리사,2016-03-30,미국,롯데쇼핑㈜롯데엔터테인먼트
해피어게인,2018-03-28,미국,(주)엣나인필름
중2병이라도사랑이하고싶어극장판,2014-02-06,일본,(주)머스트씨무비
테레즈라캥,2014-07-10,미국,판씨네마(주)
자객섭은낭,2016-02-04,대만,(주)영화사 진진
네이든,2015-06-25,영국,(주)블룸즈베리리소시스리미티드
프로즌그라운드,2014-02-06,미국,(주)박수엔터테인먼트
양지의그녀,2019-03-21,일본,(주)영화사오원
위로공단,2015-08-13,한국,(주)엣나인필름
테이킹우드스탁,2010-07-29,미국,(주)영화사구안
호비와엄마나무섬의비밀,2015-07-02,일본,(주)머스트씨무비릴리징컴퍼니
미스터터너,2015-01-22,영국/프랑스/독일,(주)영화사 진진
산이울다,2016-05-25,중국,(주)팝엔터테인먼트
헤이츠,2012-12-06,미국/캐나다,(주)나이너스엔터테인먼트
꼬마비행기피티와친구들사막구출대작전,2018-11-22,중국,와이드 릴리즈(주)
류이치사카모토코다,2018-06-14,일본,주식회사 씨네룩스
토니에드만,2017-03-16,독일,그린나래미디어(주)
오직사랑뿐,2018-02-08,영국,(주)팝엔터테인먼트
클라라,2010-12-16,독일,(주)영화사 진진
헤어드레서,2011-07-14,독일,(주)영화사 진진
해피홀리데이,2015-05-14,영국,(주)스톰픽쳐스코리아
피치퍼펙트,2013-03-28,미국,유니버설픽쳐스인터내셔널 코리아(유)
피막,2014-09-25,태국,와이드 릴리즈(주)
용서,2010-12-05,한국,씨너스엔터테인먼트(주)
와와의학교가는날,2016-10-27,중국,(주)마노엔터테인먼트
원피스3d밀짚모자체이스,2012-01-26,일본,(주)미디어데이
터미네이터2심판의날감독판,2013-11-14,미국,(주)팝엔터테인먼트
임을위한행진곡,2018-05-16,한국,(주)알앤오엔터테인먼트
베스트오브미,2015-06-18,미국,메가박스중앙(주)플러스엠
알로슈티,2015-07-02,프랑스,(주)프레인글로벌/(주)콘텐츠판다
밀크,2010-02-25,미국,주식회사 마운틴픽쳐스
황금시대,2014-10-16,중국,판씨네마(주)
귀,2010-06-10,한국,씨제이엔터테인먼트
토마스와친구들그레이트레이스,2017-11-30,영국,와이드 릴리즈(주)
나이트폴,2012-09-27,홍콩/중국,(주)나이너스엔터테인먼트
더도어,2010-09-02,독일,예지림엔터테인먼트
어느예술가의마지막일주일,2013-06-20,프랑스/독일/벨기에,프리비젼엔터테인먼트
봄,2014-11-20,한국,필라멘트픽쳐스
런치박스,2014-04-10,인도/프랑스/독일,(주)팝엔터테인먼트
올이즈로스트,2013-11-07,미국,유니버설픽쳐스인터내셔널 코리아(유)
파닥파닥,2012-07-25,한국,씨제이이앤엠(주)/㈜인디스토리
귀향끝나지않은이야기,2017-09-14,한국,커넥트픽쳐스(주)
돌아온다,2017-12-07,한국,(주)더블앤조이픽쳐스
블랙버드,2015-01-28,미국,(주)영화사 빅
48미터,2013-07-04,한국,씨제이이앤엠(주)
퍼스널쇼퍼,2017-02-09,프랑스,아이 엠
내가사는피부,2011-12-29,스페인,(주)영화사 조제
아사코,2019-03-14,일본,(주)이수C&E
더레이디,2012-09-06,프랑스/영국,씨제이이앤엠(주)
런던프라이드,2017-04-27,영국,(주)영화사 진진
온리유,2015-10-15,중국,(주)영화사 빅
사랑은타이핑중,2013-05-22,프랑스,판씨네마(주)
안녕전우치도술로봇대결전,2015-10-08,한국,(주)리틀빅픽쳐스
용순,2017-06-08,한국,롯데쇼핑㈜롯데엔터테인먼트
아바타정글의비밀,2014-03-27,중국,(주)팝엔터테인먼트
원스어게인,2012-01-12,미국/체코/아일랜드,(주)영화사 진진
할리데이,2014-10-16,영국,(주)영화사 빅
새구두를사야해,2013-04-25,일본,(주)영화사 진진
세이빙미스터뱅크스,2014-04-03,미국/영국/호주,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
킥애스2겁없는녀석들,2013-10-17,미국,유니버설픽쳐스인터내셔널 코리아(유)
내슬픈창녀들의추억,2012-07-19,멕시코/스페인/덴마크/미국,CGV아트하우스
트윈스터즈,2016-03-03,미국/프랑스/한국/영국,CGV아트하우스
몰리스게임,2018-09-06,미국,(주)영화사 빅
아유레디,2013-09-26,한국,(주)나이너스엔터테인먼트
콰르텟,2013-03-28,영국,㈜영화사 백두대간
서버비콘,2018-07-12,미국,(주)영화사 진진
서유기리턴즈,2011-02-17,한국,(주)영화사 조제
사다코2,2014-03-13,일본,(주)미디어데이
시선,2014-04-16,한국,(주)나이너스엔터테인먼트
럼다이어리,2012-09-20,미국,(주)마인스 엔터테인먼트
극장판토리코미식신의스페셜메뉴,2013-11-28,일본,(주)미디어데이
레고클러치파워의모험,2010-06-10,미국,유니버설픽쳐스인터내셔널 코리아(유)
믿음의승부,2010-04-15,미국,크로스픽쳐스(주)
브로큰시티,2013-04-04,미국,(주)팝파트너스
시인의사랑,2017-09-14,한국,CGV아트하우스
코스모폴리스,2013-06-27,캐나다/프랑스/포르투갈/이탈리아,(주)더블앤조이픽쳐스
호두까기인형장난감왕국대모험,2016-12-15,페루,THE 픽쳐스
플레이,2011-06-23,한국,(주)영화사 진진
엔딩노트,2012-11-29,일본,(주)영화사 진진
더보이스,2018-08-29,미국/독일,(주)제이앤씨미디어그룹
미스터라잇,2016-06-16,미국,(주)누리픽쳐스
코파카바나,2011-05-26,프랑스,(주)티캐스트
